,timestamp,customer_id,location,after
5,2019-09-02 17:18:00,mo938,dairy,dairy
6,2019-09-02 17:19:00,mo938,dairy,drinks
7,2019-09-02 17:20:00,mo938,drinks,drinks
8,2019-09-02 17:21:00,mo938,drinks,checkout
0,2019-09-02 17:14:00,mo939,fruit,dairy
1,2019-09-02 17:15:00,mo939,dairy,dairy
2,2019-09-02 17:16:00,mo939,dairy,dairy
3,2019-09-02 17:17:00,mo939,dairy,dairy
4,2019-09-02 17:18:00,mo939,dairy,dairy
5,2019-09-02 17:19:00,mo939,dairy,dairy
6,2019-09-02 17:20:00,mo939,dairy,dairy
7,2019-09-02 17:21:00,mo939,dairy,dairy
8,2019-09-02 17:22:00,mo939,dairy,dairy
9,2019-09-02 17:23:00,mo939,dairy,dairy
10,2019-09-02 17:24:00,mo939,dairy,dairy
11,2019-09-02 17:25:00,mo939,dairy,dairy
12,2019-09-02 17:26:00,mo939,dairy,checkout
0,2019-09-02 17:14:00,mo940,dairy,dairy
1,2019-09-02 17:15:00,mo940,dairy,fruit
2,2019-09-02 17:16:00,mo940,fruit,fruit
3,2019-09-02 17:17:00,mo940,fruit,fruit
4,2019-09-02 17:18:00,mo940,fruit,drinks
5,2019-09-02 17:19:00,mo940,drinks,drinks
6,2019-09-02 17:20:00,mo940,drinks,fruit
7,2019-09-02 17:21:00,mo940,fruit,spices
8,2019-09-02 17:22:00,mo940,spices,dairy
9,2019-09-02 17:23:00,mo940,dairy,dairy
10,2019-09-02 17:24:00,mo940,dairy,dairy
11,2019-09-02 17:25:00,mo940,dairy,drinks
12,2019-09-02 17:26:00,mo940,drinks,drinks
13,2019-09-02 17:27:00,mo940,drinks,drinks
14,2019-09-02 17:28:00,mo940,drinks,drinks
15,2019-09-02 17:29:00,mo940,drinks,checkout
0,2019-09-02 17:14:00,mo941,dairy,dairy
1,2019-09-02 17:15:00,mo941,dairy,dairy
2,2019-09-02 17:16:00,mo941,dairy,dairy
3,2019-09-02 17:17:00,mo941,dairy,dairy
4,2019-09-02 17:18:00,mo941,dairy,dairy
5,2019-09-02 17:19:00,mo941,dairy,spices
6,2019-09-02 17:20:00,mo941,spices,dairy
7,2019-09-02 17:21:00,mo941,dairy,checkout
0,2019-09-02 17:14:00,mo942,fruit,fruit
1,2019-09-02 17:15:00,mo942,fruit,fruit
2,2019-09-02 17:16:00,mo942,fruit,fruit
3,2019-09-02 17:17:00,mo942,fruit,fruit
4,2019-09-02 17:18:00,mo942,fruit,fruit
5,2019-09-02 17:19:00,mo942,fruit,fruit
6,2019-09-02 17:20:00,mo942,fruit,fruit
7,2019-09-02 17:21:00,mo942,fruit,dairy
8,2019-09-02 17:22:00,mo942,dairy,dairy
9,2019-09-02 17:23:00,mo942,dairy,fruit
10,2019-09-02 17:24:00,mo942,fruit,dairy
11,2019-09-02 17:25:00,mo942,dairy,dairy
12,2019-09-02 17:26:00,mo942,dairy,dairy
13,2019-09-02 17:27:00,mo942,dairy,dairy
14,2019-09-02 17:28:00,mo942,dairy,dairy
15,2019-09-02 17:29:00,mo942,dairy,fruit
16,2019-09-02 17:30:00,mo942,fruit,dairy
17,2019-09-02 17:31:00,mo942,dairy,checkout
0,2019-09-02 17:14:00,mo943,fruit,dairy
1,2019-09-02 17:15:00,mo943,dairy,dairy
2,2019-09-02 17:16:00,mo943,dairy,fruit
3,2019-09-02 17:17:00,mo943,fruit,fruit
4,2019-09-02 17:18:00,mo943,fruit,fruit
5,2019-09-02 17:19:00,mo943,fruit,fruit
6,2019-09-02 17:20:00,mo943,fruit,fruit
7,2019-09-02 17:21:00,mo943,fruit,checkout
0,2019-09-02 17:14:00,mo944,fruit,fruit
1,2019-09-02 17:15:00,mo944,fruit,fruit
2,2019-09-02 17:16:00,mo944,fruit,checkout
0,2019-09-02 17:15:00,mo945,dairy,dairy
1,2019-09-02 17:16:00,mo945,dairy,dairy
2,2019-09-02 17:17:00,mo945,dairy,dairy
3,2019-09-02 17:18:00,mo945,dairy,dairy
4,2019-09-02 17:19:00,mo945,dairy,dairy
5,2019-09-02 17:20:00,mo945,dairy,dairy
6,2019-09-02 17:21:00,mo945,dairy,dairy
7,2019-09-02 17:22:00,mo945,dairy,dairy
8,2019-09-02 17:23:00,mo945,dairy,drinks
9,2019-09-02 17:24:00,mo945,drinks,drinks
10,2019-09-02 17:25:00,mo945,drinks,drinks
11,2019-09-02 17:26:00,mo945,drinks,checkout
0,2019-09-02 17:16:00,mo946,drinks,drinks
1,2019-09-02 17:17:00,mo946,drinks,spices
2,2019-09-02 17:18:00,mo946,spices,spices
3,2019-09-02 17:19:00,mo946,spices,spices
4,2019-09-02 17:20:00,mo946,spices,spices
5,2019-09-02 17:21:00,mo946,spices,dairy
6,2019-09-02 17:22:00,mo946,dairy,dairy
7,2019-09-02 17:23:00,mo946,dairy,checkout
0,2019-09-02 17:16:00,mo947,spices,spices
1,2019-09-02 17:17:00,mo947,spices,spices
2,2019-09-02 17:18:00,mo947,spices,dairy
3,2019-09-02 17:19:00,mo947,dairy,dairy
4,2019-09-02 17:20:00,mo947,dairy,dairy
5,2019-09-02 17:21:00,mo947,dairy,dairy
6,2019-09-02 17:22:00,mo947,dairy,fruit
7,2019-09-02 17:23:00,mo947,fruit,fruit
8,2019-09-02 17:24:00,mo947,fruit,drinks
9,2019-09-02 17:25:00,mo947,drinks,drinks
10,2019-09-02 17:26:00,mo947,drinks,drinks
11,2019-09-02 17:27:00,mo947,drinks,drinks
12,2019-09-02 17:28:00,mo947,drinks,spices
13,2019-09-02 17:29:00,mo947,spices,drinks
14,2019-09-02 17:30:00,mo947,drinks,spices
15,2019-09-02 17:31:00,mo947,spices,dairy
16,2019-09-02 17:32:00,mo947,dairy,fruit
17,2019-09-02 17:33:00,mo947,fruit,fruit
18,2019-09-02 17:34:00,mo947,fruit,fruit
19,2019-09-02 17:35:00,mo947,fruit,checkout
0,2019-09-02 17:16:00,mo948,fruit,checkout
0,2019-09-02 17:17:00,mo949,spices,drinks
1,2019-09-02 17:18:00,mo949,drinks,drinks
2,2019-09-02 17:19:00,mo949,drinks,fruit
3,2019-09-02 17:20:00,mo949,fruit,fruit
4,2019-09-02 17:21:00,mo949,fruit,fruit
5,2019-09-02 17:22:00,mo949,fruit,checkout
0,2019-09-02 17:17:00,mo950,drinks,checkout
0,2019-09-02 17:17:00,mo951,fruit,fruit
1,2019-09-02 17:18:00,mo951,fruit,fruit
2,2019-09-02 17:19:00,mo951,fruit,fruit
3,2019-09-02 17:20:00,mo951,fruit,fruit
4,2019-09-02 17:21:00,mo951,fruit,fruit
5,2019-09-02 17:22:00,mo951,fruit,fruit
6,2019-09-02 17:23:00,mo951,fruit,spices
7,2019-09-02 17:24:00,mo951,spices,dairy
8,2019-09-02 17:25:00,mo951,dairy,dairy
9,2019-09-02 17:26:00,mo951,dairy,dairy
10,2019-09-02 17:27:00,mo951,dairy,dairy
11,2019-09-02 17:28:00,mo951,dairy,drinks
12,2019-09-02 17:29:00,mo951,drinks,checkout
0,2019-09-02 17:18:00,mo952,dairy,dairy
1,2019-09-02 17:19:00,mo952,dairy,dairy
2,2019-09-02 17:20:00,mo952,dairy,dairy
3,2019-09-02 17:21:00,mo952,dairy,dairy
4,2019-09-02 17:22:00,mo952,dairy,dairy
5,2019-09-02 17:23:00,mo952,dairy,dairy
6,2019-09-02 17:24:00,mo952,dairy,dairy
7,2019-09-02 17:25:00,mo952,dairy,dairy
8,2019-09-02 17:26:00,mo952,dairy,fruit
9,2019-09-02 17:27:00,mo952,fruit,fruit
10,2019-09-02 17:28:00,mo952,fruit,fruit
11,2019-09-02 17:29:00,mo952,fruit,checkout
0,2019-09-02 17:19:00,mo953,dairy,checkout
0,2019-09-02 17:19:00,mo954,fruit,checkout
0,2019-09-02 17:19:00,mo955,dairy,fruit
1,2019-09-02 17:20:00,mo955,fruit,fruit
2,2019-09-02 17:21:00,mo955,fruit,fruit
3,2019-09-02 17:22:00,mo955,fruit,checkout
0,2019-09-02 17:19:00,mo956,dairy,spices
1,2019-09-02 17:20:00,mo956,spices,spices
2,2019-09-02 17:21:00,mo956,spices,spices
3,2019-09-02 17:22:00,mo956,spices,drinks
4,2019-09-02 17:23:00,mo956,drinks,spices
5,2019-09-02 17:24:00,mo956,spices,spices
6,2019-09-02 17:25:00,mo956,spices,checkout
0,2019-09-02 17:20:00,mo957,drinks,checkout
0,2019-09-02 17:20:00,mo958,fruit,fruit
1,2019-09-02 17:21:00,mo958,fruit,fruit
2,2019-09-02 17:22:00,mo958,fruit,fruit
3,2019-09-02 17:23:00,mo958,fruit,fruit
4,2019-09-02 17:24:00,mo958,fruit,fruit
5,2019-09-02 17:25:00,mo958,fruit,fruit
6,2019-09-02 17:26:00,mo958,fruit,fruit
7,2019-09-02 17:27:00,mo958,fruit,fruit
8,2019-09-02 17:28:00,mo958,fruit,checkout
0,2019-09-02 17:20:00,mo959,dairy,checkout
0,2019-09-02 17:20:00,mo960,fruit,fruit
1,2019-09-02 17:21:00,mo960,fruit,fruit
2,2019-09-02 17:22:00,mo960,fruit,fruit
3,2019-09-02 17:23:00,mo960,fruit,fruit
4,2019-09-02 17:24:00,mo960,fruit,checkout
0,2019-09-02 17:20:00,mo961,spices,spices
1,2019-09-02 17:21:00,mo961,spices,checkout
0,2019-09-02 17:21:00,mo962,fruit,fruit
1,2019-09-02 17:22:00,mo962,fruit,checkout
0,2019-09-02 17:22:00,mo963,drinks,checkout
0,2019-09-02 17:22:00,mo964,dairy,checkout
0,2019-09-02 17:24:00,mo965,dairy,dairy
1,2019-09-02 17:25:00,mo965,dairy,dairy
2,2019-09-02 17:26:00,mo965,dairy,fruit
3,2019-09-02 17:27:00,mo965,fruit,fruit
4,2019-09-02 17:28:00,mo965,fruit,fruit
5,2019-09-02 17:29:00,mo965,fruit,fruit
6,2019-09-02 17:30:00,mo965,fruit,checkout
0,2019-09-02 17:24:00,mo966,fruit,dairy
1,2019-09-02 17:25:00,mo966,dairy,dairy
2,2019-09-02 17:26:00,mo966,dairy,dairy
3,2019-09-02 17:27:00,mo966,dairy,dairy
4,2019-09-02 17:28:00,mo966,dairy,dairy
5,2019-09-02 17:29:00,mo966,dairy,fruit
6,2019-09-02 17:30:00,mo966,fruit,fruit
7,2019-09-02 17:31:00,mo966,fruit,spices
8,2019-09-02 17:32:00,mo966,spices,fruit
9,2019-09-02 17:33:00,mo966,fruit,checkout
0,2019-09-02 17:25:00,mo967,fruit,fruit
1,2019-09-02 17:26:00,mo967,fruit,fruit
2,2019-09-02 17:27:00,mo967,fruit,fruit
3,2019-09-02 17:28:00,mo967,fruit,fruit
4,2019-09-02 17:29:00,mo967,fruit,drinks
5,2019-09-02 17:30:00,mo967,drinks,spices
6,2019-09-02 17:31:00,mo967,spices,spices
7,2019-09-02 17:32:00,mo967,spices,spices
8,2019-09-02 17:33:00,mo967,spices,spices
9,2019-09-02 17:34:00,mo967,spices,drinks
10,2019-09-02 17:35:00,mo967,drinks,fruit
11,2019-09-02 17:36:00,mo967,fruit,fruit
12,2019-09-02 17:37:00,mo967,fruit,fruit
13,2019-09-02 17:38:00,mo967,fruit,fruit
14,2019-09-02 17:39:00,mo967,fruit,fruit
15,2019-09-02 17:40:00,mo967,fruit,fruit
16,2019-09-02 17:41:00,mo967,fruit,fruit
17,2019-09-02 17:42:00,mo967,fruit,fruit
18,2019-09-02 17:43:00,mo967,fruit,fruit
19,2019-09-02 17:44:00,mo967,fruit,fruit
20,2019-09-02 17:45:00,mo967,fruit,fruit
21,2019-09-02 17:46:00,mo967,fruit,fruit
22,2019-09-02 17:47:00,mo967,fruit,fruit
23,2019-09-02 17:48:00,mo967,fruit,fruit
24,2019-09-02 17:49:00,mo967,fruit,fruit
25,2019-09-02 17:50:00,mo967,fruit,spices
26,2019-09-02 17:51:00,mo967,spices,spices
27,2019-09-02 17:52:00,mo967,spices,spices
28,2019-09-02 17:53:00,mo967,spices,spices
29,2019-09-02 17:54:00,mo967,spices,dairy
30,2019-09-02 17:55:00,mo967,dairy,fruit
31,2019-09-02 17:56:00,mo967,fruit,dairy
32,2019-09-02 17:57:00,mo967,dairy,dairy
33,2019-09-02 17:58:00,mo967,dairy,dairy
34,2019-09-02 17:59:00,mo967,dairy,dairy
35,2019-09-02 18:00:00,mo967,dairy,dairy
36,2019-09-02 18:01:00,mo967,dairy,dairy
37,2019-09-02 18:02:00,mo967,dairy,checkout
0,2019-09-02 17:25:00,mo968,dairy,checkout
0,2019-09-02 17:25:00,mo969,fruit,fruit
1,2019-09-02 17:26:00,mo969,fruit,fruit
2,2019-09-02 17:27:00,mo969,fruit,fruit
3,2019-09-02 17:28:00,mo969,fruit,fruit
4,2019-09-02 17:29:00,mo969,fruit,dairy
5,2019-09-02 17:30:00,mo969,dairy,dairy
6,2019-09-02 17:31:00,mo969,dairy,checkout
0,2019-09-02 17:28:00,mo970,fruit,fruit
1,2019-09-02 17:29:00,mo970,fruit,checkout
0,2019-09-02 17:28:00,mo971,spices,spices
1,2019-09-02 17:29:00,mo971,spices,dairy
2,2019-09-02 17:30:00,mo971,dairy,dairy
3,2019-09-02 17:31:00,mo971,dairy,dairy
4,2019-09-02 17:32:00,mo971,dairy,dairy
5,2019-09-02 17:33:00,mo971,dairy,dairy
6,2019-09-02 17:34:00,mo971,dairy,dairy
7,2019-09-02 17:35:00,mo971,dairy,spices
8,2019-09-02 17:36:00,mo971,spices,dairy
9,2019-09-02 17:37:00,mo971,dairy,dairy
10,2019-09-02 17:38:00,mo971,dairy,checkout
0,2019-09-02 17:28:00,mo972,fruit,dairy
1,2019-09-02 17:29:00,mo972,dairy,dairy
2,2019-09-02 17:30:00,mo972,dairy,dairy
3,2019-09-02 17:31:00,mo972,dairy,drinks
4,2019-09-02 17:32:00,mo972,drinks,drinks
5,2019-09-02 17:33:00,mo972,drinks,drinks
6,2019-09-02 17:34:00,mo972,drinks,spices
7,2019-09-02 17:35:00,mo972,spices,drinks
8,2019-09-02 17:36:00,mo972,drinks,drinks
9,2019-09-02 17:37:00,mo972,drinks,drinks
10,2019-09-02 17:38:00,mo972,drinks,drinks
11,2019-09-02 17:39:00,mo972,drinks,drinks
12,2019-09-02 17:40:00,mo972,drinks,drinks
13,2019-09-02 17:41:00,mo972,drinks,drinks
14,2019-09-02 17:42:00,mo972,drinks,drinks
15,2019-09-02 17:43:00,mo972,drinks,drinks
16,2019-09-02 17:44:00,mo972,drinks,fruit
17,2019-09-02 17:45:00,mo972,fruit,fruit
18,2019-09-02 17:46:00,mo972,fruit,fruit
19,2019-09-02 17:47:00,mo972,fruit,fruit
20,2019-09-02 17:48:00,mo972,fruit,fruit
21,2019-09-02 17:49:00,mo972,fruit,dairy
22,2019-09-02 17:50:00,mo972,dairy,dairy
23,2019-09-02 17:51:00,mo972,dairy,checkout
0,2019-09-02 17:30:00,mo973,dairy,dairy
1,2019-09-02 17:31:00,mo973,dairy,dairy
2,2019-09-02 17:32:00,mo973,dairy,dairy
3,2019-09-02 17:33:00,mo973,dairy,dairy
4,2019-09-02 17:34:00,mo973,dairy,dairy
5,2019-09-02 17:35:00,mo973,dairy,checkout
0,2019-09-02 17:30:00,mo974,dairy,dairy
1,2019-09-02 17:31:00,mo974,dairy,fruit
2,2019-09-02 17:32:00,mo974,fruit,checkout
0,2019-09-02 17:30:00,mo975,dairy,dairy
1,2019-09-02 17:31:00,mo975,dairy,drinks
2,2019-09-02 17:32:00,mo975,drinks,drinks
3,2019-09-02 17:33:00,mo975,drinks,fruit
4,2019-09-02 17:34:00,mo975,fruit,checkout
0,2019-09-02 17:31:00,mo976,fruit,fruit
1,2019-09-02 17:32:00,mo976,fruit,checkout
0,2019-09-02 17:31:00,mo977,fruit,fruit
1,2019-09-02 17:32:00,mo977,fruit,drinks
2,2019-09-02 17:33:00,mo977,drinks,checkout
0,2019-09-02 17:31:00,mo978,fruit,dairy
1,2019-09-02 17:32:00,mo978,dairy,dairy
2,2019-09-02 17:33:00,mo978,dairy,dairy
3,2019-09-02 17:34:00,mo978,dairy,drinks
4,2019-09-02 17:35:00,mo978,drinks,checkout
0,2019-09-02 17:31:00,mo979,fruit,dairy
1,2019-09-02 17:32:00,mo979,dairy,drinks
2,2019-09-02 17:33:00,mo979,drinks,checkout
0,2019-09-02 17:32:00,mo980,fruit,fruit
1,2019-09-02 17:33:00,mo980,fruit,fruit
2,2019-09-02 17:34:00,mo980,fruit,checkout
0,2019-09-02 17:32:00,mo981,spices,fruit
1,2019-09-02 17:33:00,mo981,fruit,drinks
2,2019-09-02 17:34:00,mo981,drinks,drinks
3,2019-09-02 17:35:00,mo981,drinks,drinks
4,2019-09-02 17:36:00,mo981,drinks,checkout
0,2019-09-02 17:32:00,mo982,drinks,drinks
1,2019-09-02 17:33:00,mo982,drinks,drinks
2,2019-09-02 17:34:00,mo982,drinks,drinks
3,2019-09-02 17:35:00,mo982,drinks,drinks
4,2019-09-02 17:36:00,mo982,drinks,fruit
5,2019-09-02 17:37:00,mo982,fruit,checkout
0,2019-09-02 17:35:00,mo983,drinks,fruit
1,2019-09-02 17:36:00,mo983,fruit,fruit
2,2019-09-02 17:37:00,mo983,fruit,fruit
3,2019-09-02 17:38:00,mo983,fruit,dairy
4,2019-09-02 17:39:00,mo983,dairy,checkout
0,2019-09-02 17:35:00,mo984,drinks,checkout
0,2019-09-02 17:35:00,mo985,drinks,drinks
1,2019-09-02 17:36:00,mo985,drinks,drinks
2,2019-09-02 17:37:00,mo985,drinks,drinks
3,2019-09-02 17:38:00,mo985,drinks,drinks
4,2019-09-02 17:39:00,mo985,drinks,drinks
5,2019-09-02 17:40:00,mo985,drinks,checkout
0,2019-09-02 17:35:00,mo986,fruit,fruit
1,2019-09-02 17:36:00,mo986,fruit,dairy
2,2019-09-02 17:37:00,mo986,dairy,fruit
3,2019-09-02 17:38:00,mo986,fruit,dairy
4,2019-09-02 17:39:00,mo986,dairy,fruit
5,2019-09-02 17:40:00,mo986,fruit,drinks
6,2019-09-02 17:41:00,mo986,drinks,checkout
0,2019-09-02 17:36:00,mo987,drinks,checkout
0,2019-09-02 17:36:00,mo988,drinks,dairy
1,2019-09-02 17:37:00,mo988,dairy,drinks
2,2019-09-02 17:38:00,mo988,drinks,drinks
3,2019-09-02 17:39:00,mo988,drinks,drinks
4,2019-09-02 17:40:00,mo988,drinks,checkout
0,2019-09-02 17:37:00,mo989,dairy,dairy
1,2019-09-02 17:38:00,mo989,dairy,dairy
2,2019-09-02 17:39:00,mo989,dairy,fruit
3,2019-09-02 17:40:00,mo989,fruit,dairy
4,2019-09-02 17:41:00,mo989,dairy,dairy
5,2019-09-02 17:42:00,mo989,dairy,drinks
6,2019-09-02 17:43:00,mo989,drinks,fruit
7,2019-09-02 17:44:00,mo989,fruit,checkout
0,2019-09-02 17:37:00,mo990,fruit,dairy
1,2019-09-02 17:38:00,mo990,dairy,dairy
2,2019-09-02 17:39:00,mo990,dairy,dairy
3,2019-09-02 17:40:00,mo990,dairy,dairy
4,2019-09-02 17:41:00,mo990,dairy,dairy
5,2019-09-02 17:42:00,mo990,dairy,dairy
6,2019-09-02 17:43:00,mo990,dairy,dairy
7,2019-09-02 17:44:00,mo990,dairy,dairy
8,2019-09-02 17:45:00,mo990,dairy,dairy
9,2019-09-02 17:46:00,mo990,dairy,dairy
10,2019-09-02 17:47:00,mo990,dairy,drinks
11,2019-09-02 17:48:00,mo990,drinks,drinks
12,2019-09-02 17:49:00,mo990,drinks,checkout
0,2019-09-02 17:37:00,mo991,fruit,fruit
1,2019-09-02 17:38:00,mo991,fruit,fruit
2,2019-09-02 17:39:00,mo991,fruit,checkout
0,2019-09-02 17:38:00,mo992,fruit,fruit
1,2019-09-02 17:39:00,mo992,fruit,fruit
2,2019-09-02 17:40:00,mo992,fruit,fruit
3,2019-09-02 17:41:00,mo992,fruit,fruit
4,2019-09-02 17:42:00,mo992,fruit,checkout
0,2019-09-02 17:38:00,mo993,fruit,spices
1,2019-09-02 17:39:00,mo993,spices,spices
2,2019-09-02 17:40:00,mo993,spices,dairy
3,2019-09-02 17:41:00,mo993,dairy,dairy
4,2019-09-02 17:42:00,mo993,dairy,dairy
5,2019-09-02 17:43:00,mo993,dairy,dairy
6,2019-09-02 17:44:00,mo993,dairy,dairy
7,2019-09-02 17:45:00,mo993,dairy,dairy
8,2019-09-02 17:46:00,mo993,dairy,spices
9,2019-09-02 17:47:00,mo993,spices,drinks
10,2019-09-02 17:48:00,mo993,drinks,drinks
11,2019-09-02 17:49:00,mo993,drinks,drinks
12,2019-09-02 17:50:00,mo993,drinks,drinks
13,2019-09-02 17:51:00,mo993,drinks,drinks
14,2019-09-02 17:52:00,mo993,drinks,spices
15,2019-09-02 17:53:00,mo993,spices,spices
16,2019-09-02 17:54:00,mo993,spices,spices
17,2019-09-02 17:55:00,mo993,spices,drinks
18,2019-09-02 17:56:00,mo993,drinks,spices
19,2019-09-02 17:57:00,mo993,spices,checkout
0,2019-09-02 17:40:00,mo994,fruit,fruit
1,2019-09-02 17:41:00,mo994,fruit,fruit
2,2019-09-02 17:42:00,mo994,fruit,fruit
3,2019-09-02 17:43:00,mo994,fruit,fruit
4,2019-09-02 17:44:00,mo994,fruit,fruit
5,2019-09-02 17:45:00,mo994,fruit,fruit
6,2019-09-02 17:46:00,mo994,fruit,checkout
0,2019-09-02 17:42:00,mo995,fruit,drinks
1,2019-09-02 17:43:00,mo995,drinks,checkout
0,2019-09-02 17:42:00,mo996,drinks,drinks
1,2019-09-02 17:43:00,mo996,drinks,checkout
0,2019-09-02 17:43:00,mo997,fruit,fruit
1,2019-09-02 17:44:00,mo997,fruit,fruit
2,2019-09-02 17:45:00,mo997,fruit,fruit
3,2019-09-02 17:46:00,mo997,fruit,drinks
4,2019-09-02 17:47:00,mo997,drinks,drinks
5,2019-09-02 17:48:00,mo997,drinks,spices
6,2019-09-02 17:49:00,mo997,spices,fruit
7,2019-09-02 17:50:00,mo997,fruit,fruit
8,2019-09-02 17:51:00,mo997,fruit,fruit
9,2019-09-02 17:52:00,mo997,fruit,fruit
10,2019-09-02 17:53:00,mo997,fruit,dairy
11,2019-09-02 17:54:00,mo997,dairy,dairy
12,2019-09-02 17:55:00,mo997,dairy,dairy
13,2019-09-02 17:56:00,mo997,dairy,checkout
0,2019-09-02 17:43:00,mo998,dairy,dairy
1,2019-09-02 17:44:00,mo998,dairy,dairy
2,2019-09-02 17:45:00,mo998,dairy,dairy
3,2019-09-02 17:46:00,mo998,dairy,dairy
4,2019-09-02 17:47:00,mo998,dairy,dairy
5,2019-09-02 17:48:00,mo998,dairy,dairy
6,2019-09-02 17:49:00,mo998,dairy,dairy
7,2019-09-02 17:50:00,mo998,dairy,dairy
8,2019-09-02 17:51:00,mo998,dairy,dairy
9,2019-09-02 17:52:00,mo998,dairy,dairy
10,2019-09-02 17:53:00,mo998,dairy,dairy
11,2019-09-02 17:54:00,mo998,dairy,dairy
12,2019-09-02 17:55:00,mo998,dairy,dairy
13,2019-09-02 17:56:00,mo998,dairy,dairy
14,2019-09-02 17:57:00,mo998,dairy,checkout
0,2019-09-02 17:44:00,mo999,dairy,dairy
1,2019-09-02 17:45:00,mo999,dairy,fruit
2,2019-09-02 17:46:00,mo999,fruit,fruit
3,2019-09-02 17:47:00,mo999,fruit,fruit
4,2019-09-02 17:48:00,mo999,fruit,checkout
0,2019-09-02 17:44:00,mo1000,dairy,dairy
1,2019-09-02 17:45:00,mo1000,dairy,dairy
2,2019-09-02 17:46:00,mo1000,dairy,dairy
3,2019-09-02 17:47:00,mo1000,dairy,dairy
4,2019-09-02 17:48:00,mo1000,dairy,dairy
5,2019-09-02 17:49:00,mo1000,dairy,drinks
6,2019-09-02 17:50:00,mo1000,drinks,checkout
0,2019-09-02 17:45:00,mo1001,fruit,checkout
0,2019-09-02 17:45:00,mo1002,drinks,drinks
1,2019-09-02 17:46:00,mo1002,drinks,drinks
2,2019-09-02 17:47:00,mo1002,drinks,checkout
0,2019-09-02 17:46:00,mo1003,fruit,fruit
1,2019-09-02 17:47:00,mo1003,fruit,dairy
2,2019-09-02 17:48:00,mo1003,dairy,dairy
3,2019-09-02 17:49:00,mo1003,dairy,dairy
4,2019-09-02 17:50:00,mo1003,dairy,dairy
5,2019-09-02 17:51:00,mo1003,dairy,dairy
6,2019-09-02 17:52:00,mo1003,dairy,checkout
0,2019-09-02 17:46:00,mo1004,drinks,drinks
1,2019-09-02 17:47:00,mo1004,drinks,drinks
2,2019-09-02 17:48:00,mo1004,drinks,checkout
0,2019-09-02 17:48:00,mo1005,fruit,fruit
1,2019-09-02 17:49:00,mo1005,fruit,fruit
2,2019-09-02 17:50:00,mo1005,fruit,fruit
3,2019-09-02 17:51:00,mo1005,fruit,fruit
4,2019-09-02 17:52:00,mo1005,fruit,spices
5,2019-09-02 17:53:00,mo1005,spices,dairy
6,2019-09-02 17:54:00,mo1005,dairy,dairy
7,2019-09-02 17:55:00,mo1005,dairy,dairy
8,2019-09-02 17:56:00,mo1005,dairy,dairy
9,2019-09-02 17:57:00,mo1005,dairy,dairy
10,2019-09-02 17:58:00,mo1005,dairy,fruit
11,2019-09-02 17:59:00,mo1005,fruit,fruit
12,2019-09-02 18:00:00,mo1005,fruit,checkout
0,2019-09-02 17:48:00,mo1006,dairy,fruit
1,2019-09-02 17:49:00,mo1006,fruit,fruit
2,2019-09-02 17:50:00,mo1006,fruit,fruit
3,2019-09-02 17:51:00,mo1006,fruit,checkout
0,2019-09-02 17:48:00,mo1007,fruit,checkout
0,2019-09-02 17:48:00,mo1008,spices,fruit
1,2019-09-02 17:49:00,mo1008,fruit,checkout
0,2019-09-02 17:49:00,mo1009,dairy,drinks
1,2019-09-02 17:50:00,mo1009,drinks,checkout
0,2019-09-02 17:49:00,mo1010,spices,checkout
0,2019-09-02 17:49:00,mo1011,dairy,dairy
1,2019-09-02 17:50:00,mo1011,dairy,dairy
2,2019-09-02 17:51:00,mo1011,dairy,drinks
3,2019-09-02 17:52:00,mo1011,drinks,drinks
4,2019-09-02 17:53:00,mo1011,drinks,fruit
5,2019-09-02 17:54:00,mo1011,fruit,checkout
0,2019-09-02 17:49:00,mo1012,dairy,dairy
1,2019-09-02 17:50:00,mo1012,dairy,dairy
2,2019-09-02 17:51:00,mo1012,dairy,dairy
3,2019-09-02 17:52:00,mo1012,dairy,dairy
4,2019-09-02 17:53:00,mo1012,dairy,dairy
5,2019-09-02 17:54:00,mo1012,dairy,dairy
6,2019-09-02 17:55:00,mo1012,dairy,dairy
7,2019-09-02 17:56:00,mo1012,dairy,spices
8,2019-09-02 17:57:00,mo1012,spices,spices
9,2019-09-02 17:58:00,mo1012,spices,checkout
0,2019-09-02 17:49:00,mo1013,drinks,drinks
1,2019-09-02 17:50:00,mo1013,drinks,dairy
2,2019-09-02 17:51:00,mo1013,dairy,drinks
3,2019-09-02 17:52:00,mo1013,drinks,drinks
4,2019-09-02 17:53:00,mo1013,drinks,drinks
5,2019-09-02 17:54:00,mo1013,drinks,spices
6,2019-09-02 17:55:00,mo1013,spices,spices
7,2019-09-02 17:56:00,mo1013,spices,spices
8,2019-09-02 17:57:00,mo1013,spices,dairy
9,2019-09-02 17:58:00,mo1013,dairy,drinks
10,2019-09-02 17:59:00,mo1013,drinks,checkout
0,2019-09-02 17:49:00,mo1014,dairy,checkout
0,2019-09-02 17:49:00,mo1015,fruit,spices
1,2019-09-02 17:50:00,mo1015,spices,spices
2,2019-09-02 17:51:00,mo1015,spices,spices
3,2019-09-02 17:52:00,mo1015,spices,drinks
4,2019-09-02 17:53:00,mo1015,drinks,drinks
5,2019-09-02 17:54:00,mo1015,drinks,checkout
0,2019-09-02 17:51:00,mo1016,drinks,drinks
1,2019-09-02 17:52:00,mo1016,drinks,drinks
